hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,hotel_location,payment_method
City Hotel,1,10,2024,July,30,29,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6085.0,0,0,Dhaka,Mobile Banking
City Hotel,0,43,2024,October,43,24,2,2,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,6478.0,0,1,Dhaka,Mobile Banking
City Hotel,0,142,2024,May,21,24,0,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6113.0,0,0,Dhaka,Mobile Banking
City Hotel,0,12,2024,July,27,3,3,8,1,0.0,0,BB,BGD,Aviation,Corporate,0,0,0,D,0,No Deposit,0,Transient,6468.0,0,0,Dhaka,Mobile Banking
Resort,0,1,2024,December,51,17,0,1,1,0.0,0,BB,CAN,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient-Party,4412.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,1,54,2024,March,14,28,1,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5610.0,0,0,Dhaka,Card
Resort,0,383,2025,October,41,6,0,3,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,4172.0,0,0,Coxs_Bazar,Card
City Hotel,1,16,2024,April,15,14,0,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,9011.0,0,0,Dhaka,Mobile Banking
City Hotel,0,106,2024,December,53,27,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5859.0,0,1,Chattogram,Card
City Hotel,1,38,2024,January,2,14,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,Non Refund,0,Transient,5642.0,0,0,Dhaka,Mobile Banking
Resort,0,1,2024,April,16,12,0,2,1,0.0,0,BB,IND,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,2913.0,1,0,Sreemangal,Card
City Hotel,0,20,2024,January,4,25,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6611.0,1,0,Dhaka,Bank Transfer
Resort,0,158,2025,June,24,16,2,5,2,0.0,0,BB,MYS,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,9861.0,1,2,Coxs_Bazar,Cash
Resort,0,18,2025,October,42,12,1,1,1,0.0,0,BB,ARE,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,4114.0,1,0,Coxs_Bazar,Card
City Hotel,1,26,2024,September,38,17,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6454.0,0,1,Chattogram,Card
City Hotel,0,1,2025,June,25,14,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6611.0,0,1,Dhaka,Mobile Banking
City Hotel,0,3,2025,September,39,25,2,3,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,8997.0,0,0,Dhaka,Card
City Hotel,0,61,2025,March,13,31,1,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,6515.0,0,0,Dhaka,Mobile Banking
City Hotel,1,265,2025,July,28,9,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,1,1,0,A,0,No Deposit,0,Transient-Party,3144.0,0,0,Khulna,Card
Resort,0,3,2025,October,43,18,1,0,2,0.0,0,BB,BGD,Groups,Corporate,0,0,0,A,0,No Deposit,0,Transient,5094.0,0,0,Coxs_Bazar,Bank Transfer
Resort,0,55,2025,September,40,30,0,3,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5101.0,0,0,Coxs_Bazar,Cash
Resort,1,126,2025,April,16,17,1,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,3625.0,0,1,Sreemangal,Card
City Hotel,0,16,2025,July,31,30,1,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7634.0,0,1,Dhaka,Card
Resort,0,52,2024,March,13,27,2,5,2,0.0,0,HB,IND,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4526.0,0,0,Coxs_Bazar,Cash
City Hotel,0,73,2024,October,44,28,0,1,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,1,A,2,No Deposit,0,Transient-Party,4039.0,0,0,Sylhet,Card
City Hotel,0,39,2025,August,31,4,0,2,2,0.0,0,SC,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,8265.0,0,0,Dhaka,Cash
City Hotel,1,61,2024,March,14,30,0,3,3,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,7084.0,0,0,Dhaka,Card
Resort,0,1,2025,April,14,6,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,1,0,5,E,0,No Deposit,0,Transient,7514.0,0,1,Coxs_Bazar,Cash
City Hotel,1,170,2024,August,33,11,2,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,3,No Deposit,0,Transient,7350.0,0,1,Dhaka,Mobile Banking
Resort,0,283,2025,October,42,12,2,5,1,0.0,0,BB,BGD,Groups,Direct,0,0,0,A,0,No Deposit,0,Transient-Party,3216.0,0,0,Bandarban,Card
City Hotel,1,64,2025,March,9,4,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,5616.0,0,0,Chattogram,Mobile Banking
City Hotel,0,118,2025,July,27,1,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,6055.0,0,1,Chattogram,Mobile Banking
Resort,0,1,2024,December,49,3,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,3886.0,0,0,Coxs_Bazar,Card
City Hotel,1,59,2024,January,4,23,1,1,2,0.0,0,BB,IND,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4894.0,0,0,Chattogram,Bank Transfer
Resort,0,14,2024,August,34,24,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,5925.0,0,2,Kuakata,Cash
City Hotel,1,301,2025,July,31,30,1,1,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,7377.0,0,0,Dhaka,Mobile Banking
City Hotel,1,121,2024,May,19,9,0,3,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4865.0,0,0,Rajshahi,Mobile Banking
City Hotel,1,256,2024,March,12,24,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4720.0,0,0,Chattogram,Mobile Banking
City Hotel,1,61,2024,January,4,25,0,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,5173.0,0,0,Sylhet,Mobile Banking
City Hotel,0,26,2025,October,43,19,1,2,1,0.0,0,BB,IND,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5198.0,0,0,Dhaka,Mobile Banking
City Hotel,1,143,2024,July,27,7,0,2,3,0.0,0,HB,IND,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,9234.0,0,0,Dhaka,Mobile Banking
City Hotel,0,2,2024,August,34,24,0,1,2,0.0,0,BB,IND,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,6828.0,0,1,Chattogram,Mobile Banking
City Hotel,0,224,2025,July,27,2,2,2,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,2,No Deposit,0,Transient,8074.0,0,0,Sylhet,Mobile Banking
City Hotel,0,222,2025,July,27,5,0,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,7339.0,0,2,Dhaka,Mobile Banking
City Hotel,1,113,2024,August,32,1,1,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6380.0,0,0,Dhaka,Cash
City Hotel,0,102,2025,July,31,29,2,5,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4037.0,0,0,Sylhet,Bank Transfer
City Hotel,0,2,2024,February,9,26,0,2,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5123.0,0,0,Dhaka,Cash
City Hotel,1,53,2025,September,40,26,1,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,7068.0,0,0,Dhaka,Mobile Banking
Resort,1,71,2024,August,33,15,2,5,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6702.0,0,0,Sylhet,Mobile Banking
Resort,0,21,2025,June,26,25,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,6952.0,0,1,Coxs_Bazar,Card
Resort,1,192,2025,October,45,31,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4121.0,0,0,Coxs_Bazar,Cash
City Hotel,1,117,2025,May,20,20,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6846.0,0,3,Dhaka,Card
Resort,0,211,2024,April,14,6,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,3721.0,0,1,Bandarban,Cash
City Hotel,0,1,2024,September,37,6,2,0,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4651.0,0,0,Dhaka,Card
City Hotel,0,192,2024,June,26,24,0,2,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5744.0,0,0,Chattogram,Bank Transfer
Resort,0,99,2025,August,36,30,0,4,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,7247.0,0,2,Bandarban,Cash
City Hotel,0,78,2024,July,28,10,1,4,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7328.0,0,1,Chattogram,Mobile Banking
Resort,0,7,2025,May,21,21,1,0,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,4964.0,0,1,Sylhet,Mobile Banking
City Hotel,1,92,2024,September,40,30,0,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,8916.0,0,0,Dhaka,Card
City Hotel,1,34,2025,December,50,8,0,2,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,0,Transient,5624.0,0,0,Dhaka,Mobile Banking
City Hotel,0,147,2024,June,24,16,1,2,2,0.0,0,SC,IND,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4285.0,0,0,Chattogram,Mobile Banking
City Hotel,0,138,2025,August,34,22,2,1,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4043.0,0,0,Khulna,Card
Resort,0,55,2025,December,53,30,0,2,2,0.0,1,BB,BGD,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,7530.0,1,2,Sreemangal,Card
City Hotel,0,31,2024,June,26,27,0,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5447.0,0,0,Dhaka,Cash
City Hotel,0,414,2024,July,28,13,0,2,2,0.0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,6883.0,0,1,Dhaka,Mobile Banking
City Hotel,1,180,2024,October,42,16,0,1,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,3022.0,0,0,Rajshahi,Bank Transfer
Resort,0,16,2024,March,12,22,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,1,0,4,A,0,No Deposit,0,Transient,4244.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,0,96,2025,April,14,5,0,4,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,5186.0,0,0,Sylhet,Bank Transfer
City Hotel,1,169,2024,June,23,8,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,9542.0,0,0,Dhaka,Mobile Banking
City Hotel,0,19,2025,July,30,28,1,2,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,9186.0,0,1,Chattogram,Card
City Hotel,0,1,2024,March,14,30,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,6453.0,1,1,Sylhet,Bank Transfer
Resort,0,24,2025,July,30,24,2,5,2,1.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,9190.0,0,1,Coxs_Bazar,Mobile Banking
City Hotel,1,287,2025,September,40,29,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6013.0,0,2,Dhaka,Cash
City Hotel,1,15,2024,April,16,15,1,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5276.0,0,0,Sylhet,Card
Resort,0,4,2025,April,16,17,1,3,1,0.0,0,BB,ARE,Corporate,Corporate,1,0,3,A,0,No Deposit,0,Transient,4161.0,0,1,Coxs_Bazar,Mobile Banking
Resort,0,102,2024,May,19,6,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,6549.0,0,2,Coxs_Bazar,Card
City Hotel,1,143,2025,May,18,4,0,2,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,6780.0,0,0,Dhaka,Mobile Banking
City Hotel,0,34,2025,September,37,9,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,7029.0,0,1,Dhaka,Card
City Hotel,0,21,2024,February,8,17,0,1,1,0.0,0,BB,SAU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4904.0,0,1,Chattogram,Mobile Banking
City Hotel,1,0,2025,March,13,23,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,1,0,12,A,0,No Deposit,0,Transient,4746.0,0,0,Dhaka,Card
City Hotel,0,96,2024,August,32,2,0,3,2,0.0,0,BB,BGD,Complementary,Direct,0,0,0,A,0,No Deposit,0,Transient,2916.0,0,1,Dhaka,Card
City Hotel,0,448,2025,June,24,17,2,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4710.0,0,3,Rajshahi,Mobile Banking
Resort,1,259,2024,September,38,17,0,3,2,0.0,0,BB,IND,Groups,Corporate,0,1,0,A,0,Non Refund,0,Transient,4191.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,0,31,2024,August,35,28,1,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,8407.0,0,1,Dhaka,Card
City Hotel,0,7,2024,September,39,21,0,1,1,0.0,0,BB,ARE,Corporate,Corporate,1,0,5,E,0,No Deposit,0,Transient,6381.0,1,1,Chattogram,Mobile Banking
Resort,0,2,2025,November,47,18,0,1,2,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,3335.0,0,0,Sreemangal,Card
City Hotel,0,1,2025,May,21,21,2,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,5554.0,0,0,Chattogram,Bank Transfer
City Hotel,0,5,2025,November,47,18,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6358.0,0,1,Sylhet,Mobile Banking
Resort,1,231,2025,June,24,11,2,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,10819.0,0,0,Coxs_Bazar,Card
City Hotel,1,358,2024,June,27,30,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4151.0,0,0,Dhaka,Bank Transfer
Resort,0,40,2025,August,35,28,1,1,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,8318.0,0,3,Bandarban,Bank Transfer
City Hotel,0,47,2024,November,48,21,1,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,3328.0,0,1,Rajshahi,Mobile Banking
Resort,0,0,2024,March,12,17,0,2,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,3154.0,0,0,Sylhet,Cash
City Hotel,0,94,2024,July,31,28,0,1,2,0.0,0,HB,,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,7230.0,0,0,Dhaka,Mobile Banking
City Hotel,0,104,2025,July,30,19,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6214.0,0,1,Dhaka,Cash
City Hotel,0,38,2024,October,41,6,0,3,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,6360.0,0,0,Dhaka,Mobile Banking
City Hotel,0,6,2024,May,20,14,2,1,1,0.0,0,BB,BGD,Groups,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,4416.0,0,0,Rajshahi,Mobile Banking
Resort,0,269,2025,July,31,24,4,6,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4866.0,0,0,Sreemangal,Card
Resort,1,87,2024,July,31,27,1,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,9342.0,0,2,Coxs_Bazar,Mobile Banking
Resort,0,45,2024,March,11,18,2,5,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,3757.0,0,0,Coxs_Bazar,Card
City Hotel,1,212,2024,June,22,2,1,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,6933.0,0,0,Dhaka,Mobile Banking
City Hotel,0,73,2025,March,13,21,1,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,3731.0,0,0,Dhaka,Bank Transfer
Resort,1,170,2025,October,41,4,4,8,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,2871.0,0,0,Kuakata,Card
Resort,0,197,2025,April,18,30,1,1,1,0.0,0,HB,BGD,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,3200.0,0,0,Sylhet,Card
City Hotel,1,407,2025,May,18,6,2,1,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,6115.0,0,0,Dhaka,Mobile Banking
City Hotel,1,100,2025,April,16,22,2,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4920.0,0,0,Chattogram,Bank Transfer
City Hotel,1,170,2025,April,17,23,2,2,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5158.0,0,4,Khulna,Card
City Hotel,0,16,2025,December,53,29,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,8725.0,0,1,Dhaka,Mobile Banking
Resort,0,32,2024,January,2,3,2,3,3,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,3511.0,0,1,Coxs_Bazar,Card
City Hotel,1,342,2024,September,39,24,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Contract,5093.0,0,0,Dhaka,Mobile Banking
City Hotel,1,531,2024,December,52,22,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4699.0,0,0,Dhaka,Mobile Banking
Resort,1,170,2025,October,41,4,4,8,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,2890.0,0,0,Sylhet,Mobile Banking
Resort,0,364,2024,October,42,12,2,4,2,,0,BB,USA,Groups,Corporate,0,0,0,A,2,No Deposit,0,Transient-Party,3995.0,1,0,Sylhet,Card
Resort,1,18,2025,March,12,19,0,1,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4337.0,0,1,Coxs_Bazar,Mobile Banking
Resort,0,0,2025,June,25,15,0,1,1,0.0,0,BB,BGD,Direct,TA/TO,1,0,2,A,0,No Deposit,0,Transient,5729.0,1,1,Coxs_Bazar,Cash
City Hotel,0,7,2025,November,47,15,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,2896.0,0,0,Sylhet,Mobile Banking
Resort,1,350,2024,March,12,24,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,3545.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,0,11,2024,February,8,24,0,2,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,6406.0,0,0,Chattogram,Mobile Banking
City Hotel,1,46,2025,June,25,20,0,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5446.0,0,0,Chattogram,Mobile Banking
City Hotel,0,17,2025,February,9,26,2,0,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,4375.0,0,0,Sylhet,Mobile Banking
City Hotel,1,62,2025,September,39,21,0,1,1,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4683.0,0,0,Chattogram,Mobile Banking
Resort,1,265,2024,September,39,24,1,3,2,0.0,0,HB,BGD,Groups,Corporate,0,14,0,A,0,Non Refund,0,Transient,5186.0,0,0,Sreemangal,Mobile Banking
City Hotel,1,16,2025,April,15,7,1,3,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,6770.0,0,0,Chattogram,Bank Transfer
Resort,0,202,2025,September,36,1,2,5,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,5893.0,0,1,Coxs_Bazar,Mobile Banking
City Hotel,0,103,2025,May,19,7,1,0,1,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7608.0,0,2,Dhaka,Mobile Banking
City Hotel,0,7,2025,August,32,9,0,1,2,0.0,0,SC,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,8462.0,0,1,Dhaka,Card
City Hotel,0,63,2024,March,10,10,2,4,2,0.0,0,BB,IND,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,5425.0,0,1,Dhaka,Card
City Hotel,1,183,2025,October,44,29,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5044.0,0,2,Dhaka,Mobile Banking
City Hotel,1,166,2025,November,45,1,0,3,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,7136.0,0,0,Dhaka,Bank Transfer
Resort,1,165,2024,August,34,18,0,3,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,10031.0,0,0,Coxs_Bazar,Card
City Hotel,0,184,2025,July,28,15,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,5497.0,0,0,Dhaka,Card
City Hotel,1,213,2024,June,24,7,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,62,Transient,7321.0,0,0,Dhaka,Card
City Hotel,1,6,2025,August,32,9,0,3,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,7167.0,0,1,Sylhet,Cash
Resort,1,20,2024,July,28,12,1,4,2,2.0,0,BB,BGD,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,11925.0,0,0,Sylhet,Mobile Banking
City Hotel,1,37,2025,October,42,13,0,3,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,6223.0,0,0,Sylhet,Bank Transfer
City Hotel,0,69,2025,July,30,26,2,4,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6012.0,0,1,Dhaka,Mobile Banking
City Hotel,1,17,2025,January,1,5,1,3,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4410.0,0,1,Sylhet,Card
Resort,0,24,2025,August,31,5,2,2,2,0.0,0,BB,CAN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,10404.0,1,4,Sreemangal,Mobile Banking
City Hotel,1,34,2024,January,4,22,2,4,2,0.0,0,BB,CAN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5342.0,0,0,Dhaka,Card
City Hotel,1,13,2024,January,4,24,6,15,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,3809.0,0,1,Khulna,Cash
Resort,0,7,2025,June,25,12,2,3,2,2.0,0,BB,BGD,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,9214.0,0,0,Coxs_Bazar,Card
City Hotel,1,309,2025,August,34,22,2,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,0,No Deposit,0,Transient-Party,4046.0,0,0,Chattogram,
Resort,0,0,2025,December,51,12,1,1,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,3531.0,0,0,Sreemangal,Cash
City Hotel,1,67,2024,February,7,12,2,0,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,5446.0,0,0,Dhaka,Bank Transfer
Resort,0,29,2025,October,43,18,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,2897.0,0,0,Sylhet,Mobile Banking
City Hotel,0,151,2025,March,12,20,1,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5799.0,0,0,Dhaka,Mobile Banking
City Hotel,0,120,2024,July,29,13,0,3,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5755.0,0,1,Dhaka,Card
City Hotel,0,32,2024,November,47,20,0,2,1,0.0,0,BB,ARE,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5068.0,0,0,Dhaka,Cash
