booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,hotel_location,payment_method
BDH_05286,City Hotel,0,10,2025,June,24,11,2,0,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,9010.0,0,0,Check-Out,2017-06-13,Dhaka,Card
BDH_05287,City Hotel,0,3,2025,October,44,28,2,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6603.0,0,2,Check-Out,2016-11-01,Sylhet,Card
BDH_05288,City Hotel,1,87,2025,May,22,30,0,3,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6449.0,0,0,Canceled,2017-03-08,Chattogram,Cash
BDH_05289,Resort,0,8,2025,February,7,13,1,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0,Transient,3654.0,0,0,Check-Out,2016-02-15,Coxs_Bazar,Cash
BDH_05290,City Hotel,0,14,2024,June,27,26,1,0,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6307.0,0,1,Check-Out,2016-06-27,Chattogram,Card
BDH_05291,City Hotel,1,87,2024,August,31,3,2,5,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,8252.0,0,1,Canceled,2017-05-09,Dhaka,Card
BDH_05292,City Hotel,0,56,2024,May,20,17,0,4,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,9150.0,0,1,Check-Out,2017-05-21,Dhaka,Mobile Banking
BDH_05293,City Hotel,1,136,2024,July,29,17,1,2,3,0.0,0,BB,AUS,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,5257.0,0,0,Canceled,2015-05-29,Sylhet,Mobile Banking
BDH_05294,City Hotel,0,17,2024,January,5,26,0,4,1,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,3555.0,0,0,Check-Out,2016-01-30,Chattogram,Mobile Banking
BDH_05295,Resort,1,119,2024,July,30,20,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,6154.0,0,0,Canceled,2016-03-29,Kuakata,Mobile Banking
BDH_05296,City Hotel,0,44,2025,January,1,1,1,0,2,0.0,0,BB,ARE,Groups,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,3667.0,0,0,Check-Out,2017-01-02,Chattogram,Cash
BDH_05297,City Hotel,0,3,2024,September,38,14,2,5,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,3668.0,0,0,Check-Out,2015-09-21,Khulna,Bank Transfer
BDH_05298,City Hotel,0,13,2025,February,6,1,1,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,4474.0,0,0,Check-Out,2016-02-05,Dhaka,Card
BDH_05299,City Hotel,0,1,2025,May,21,22,1,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,6931.0,0,1,Check-Out,2017-05-24,Dhaka,Mobile Banking
BDH_05300,Resort,0,80,2025,December,49,2,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,,0,Transient-Party,3998.0,0,1,Check-Out,2016-12-04,Coxs_Bazar,Mobile Banking
BDH_05301,Resort,0,38,2025,July,31,26,2,5,2,2.0,0,HB,BGD,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,8126.0,0,0,Check-Out,2015-08-02,Sylhet,Mobile Banking
BDH_05302,City Hotel,1,315,2025,July,30,28,1,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,4950.0,0,0,Canceled,2016-11-09,Chattogram,Cash
BDH_05303,City Hotel,0,74,2025,September,38,18,0,2,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,5182.0,0,0,Check-Out,2015-09-20,Chattogram,Card
BDH_05304,City Hotel,0,122,2024,August,32,10,0,3,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,7463.0,0,1,Check-Out,2017-08-13,Dhaka,Bank Transfer
BDH_05305,City Hotel,1,330,2024,June,23,2,0,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,4164.0,0,0,Canceled,2015-10-21,Dhaka,Mobile Banking
BDH_05306,City Hotel,1,119,2025,December,52,24,1,1,2,1.0,0,BB,CAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6239.0,0,0,Canceled,2016-09-10,Chattogram,Card
BDH_05307,Resort,1,58,2025,December,50,10,2,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,3176.0,0,1,Canceled,2016-10-15,Bandarban,Card
BDH_05308,City Hotel,0,0,2025,May,20,19,0,1,1,0.0,0,BB,SAU,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,7805.0,0,0,Check-Out,2017-05-20,Dhaka,Mobile Banking
BDH_05309,City Hotel,0,22,2024,May,21,21,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,7888.0,0,1,Check-Out,2016-05-22,Dhaka,Card
BDH_05310,Resort,0,172,2025,July,29,18,2,5,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,6661.0,0,1,Check-Out,2017-07-25,Coxs_Bazar,Cash
BDH_05311,Resort,0,190,2024,August,33,14,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,8313.0,0,0,Check-Out,2015-08-21,Coxs_Bazar,Mobile Banking
BDH_05312,City Hotel,0,90,2025,March,12,25,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,6225.0,0,0,Check-Out,2017-03-28,Dhaka,Mobile Banking
BDH_05313,City Hotel,1,200,2025,September,37,12,2,1,2,0.0,0,HB,BGD,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,5110.0,0,0,Canceled,2015-07-09,Dhaka,Card
BDH_05314,City Hotel,0,71,2025,February,5,4,2,2,2,0.0,0,BB,CAN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,4773.0,0,2,Check-Out,2017-02-08,Chattogram,Bank Transfer
BDH_05315,City Hotel,0,12,2024,October,45,30,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,7.0,,0,Transient,5888.0,0,1,Check-Out,2016-11-02,Dhaka,Bank Transfer
BDH_05316,City Hotel,0,3,2025,November,45,2,1,2,1,0.0,0,BB,USA,Corporate,Direct,0,0,0,A,A,0,No Deposit,,91.0,0,Transient,5393.0,0,1,Check-Out,2015-11-05,Dhaka,Mobile Banking
BDH_05317,City Hotel,0,3,2024,June,27,27,1,0,2,0.0,0,BB,BGD,Direct,Direct,1,0,1,A,A,2,No Deposit,14.0,,0,Transient,7284.0,1,0,Check-Out,2016-06-28,Dhaka,Cash
BDH_05318,City Hotel,1,199,2024,May,18,4,0,2,2,,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,56,Transient,4580.0,0,0,Canceled,2016-12-12,Rajshahi,Cash
BDH_05319,City Hotel,1,277,2025,November,46,7,1,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,5770.0,0,0,Canceled,2016-04-04,Dhaka,Cash
BDH_05320,City Hotel,0,212,2024,July,28,14,1,2,2,1.0,0,BB,MYS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,7605.0,0,4,Check-Out,2017-07-17,Dhaka,Mobile Banking
BDH_05321,City Hotel,0,328,2025,September,40,30,0,2,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,38,Transient-Party,2946.0,0,0,Check-Out,2016-10-02,Dhaka,Bank Transfer
BDH_05322,City Hotel,1,8,2025,October,43,20,0,3,1,0.0,0,BB,BGD,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9.0,,0,Contract,5569.0,0,2,Canceled,2015-10-12,Chattogram,Cash
BDH_05323,Resort,0,158,2024,June,25,12,2,4,2,0.0,0,HB,MYS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,7231.0,0,2,Check-Out,2016-06-18,Sreemangal,Card
BDH_05324,City Hotel,1,186,2024,May,22,30,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,7389.0,0,0,Canceled,2016-11-25,Dhaka,Mobile Banking
BDH_05325,City Hotel,1,321,2025,September,36,3,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,1,2,0,A,A,0,No Deposit,1.0,,0,Transient-Party,4905.0,0,0,Canceled,2014-10-17,Dhaka,Mobile Banking
BDH_05326,Resort,1,117,2025,June,24,11,2,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,4704.0,0,0,Canceled,2017-02-14,Coxs_Bazar,Mobile Banking
BDH_05327,City Hotel,0,102,2024,April,17,24,1,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,424.0,0,Transient-Party,5355.0,0,0,Check-Out,2017-04-28,Chattogram,Cash
BDH_05328,City Hotel,0,120,2024,August,34,20,2,2,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,4870.0,0,0,Check-Out,2017-08-24,Rajshahi,Cash
BDH_05329,City Hotel,0,35,2025,May,21,21,2,2,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,6720.0,0,0,Check-Out,2016-05-25,Dhaka,Bank Transfer
BDH_05330,Resort,0,17,2025,July,30,24,1,0,1,0.0,0,BB,BGD,Corporate,Corporate,0,2,14,A,F,0,No Deposit,,292.0,0,Transient,8719.0,0,1,Check-Out,2017-07-25,Coxs_Bazar,Card
BDH_05331,City Hotel,0,6,2025,August,35,23,2,3,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,4704.0,0,2,Check-Out,2015-08-28,Sylhet,Bank Transfer
BDH_05332,City Hotel,1,27,2024,April,14,2,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,6488.0,0,0,Canceled,2017-03-10,Chattogram,Bank Transfer
BDH_05333,Resort,1,219,2025,September,37,10,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,6408.0,0,1,Canceled,2016-08-17,Coxs_Bazar,Mobile Banking
BDH_05334,Resort,0,0,2025,September,38,13,0,1,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,4732.0,0,0,Check-Out,2016-09-14,Coxs_Bazar,Mobile Banking
BDH_05335,Resort,0,16,2024,July,30,21,2,3,2,2.0,0,BB,BGD,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,10731.0,0,1,Check-Out,2016-07-26,Coxs_Bazar,Cash
BDH_05336,City Hotel,1,101,2025,April,16,14,0,3,2,0.0,0,BB,IND,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,6812.0,0,0,Canceled,2016-04-12,Sylhet,Card
BDH_05337,Resort,0,16,2024,February,6,8,0,4,2,0.0,0,HB,CAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,3934.0,0,1,Check-Out,2017-02-12,Kuakata,Mobile Banking
BDH_05338,City Hotel,0,174,2024,December,50,7,0,4,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,89.0,,0,Transient,5084.0,0,0,Check-Out,2016-12-11,Chattogram,Cash
BDH_05339,Resort,0,59,2025,September,36,3,2,5,4,0.0,0,BB,BGD,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,9413.0,1,0,Check-Out,2016-09-10,Sreemangal,Mobile Banking
BDH_05340,City Hotel,1,22,2024,September,38,15,0,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,7683.0,0,1,Canceled,2016-09-09,Dhaka,Card
BDH_05341,City Hotel,0,2,2025,January,4,27,0,2,2,0.0,0,SC,BGD,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,6675.0,1,0,Check-Out,2017-01-29,Dhaka,Bank Transfer
BDH_05342,Resort,0,14,2025,May,19,7,2,1,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,7029.0,0,1,Check-Out,2017-05-10,Coxs_Bazar,Mobile Banking
BDH_05343,City Hotel,0,62,2025,August,34,23,0,1,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,98.0,,0,Transient-Party,5645.0,0,0,Check-Out,2017-08-24,Sylhet,Mobile Banking
BDH_05344,City Hotel,1,87,2024,June,27,26,1,0,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,4897.0,0,0,Canceled,2016-04-16,Chattogram,Card
BDH_05345,City Hotel,1,8,2025,February,6,4,0,3,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,7213.0,0,0,Canceled,2016-01-29,Dhaka,Cash
BDH_05346,Resort,1,143,2025,October,41,10,2,5,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,4212.0,0,0,Canceled,2015-07-08,Coxs_Bazar,Mobile Banking
BDH_05347,Resort,1,40,2024,June,25,12,2,5,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,6594.0,0,0,Canceled,2016-05-05,Kuakata,Card
BDH_05348,City Hotel,0,7,2025,March,11,14,0,3,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,5298.0,0,0,Check-Out,2017-03-17,Chattogram,Card
BDH_05349,Resort,0,80,2024,December,49,2,0,2,2,,0,BB,BGD,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253.0,,0,Transient-Party,2754.0,0,1,Check-Out,2016-12-04,Kuakata,Cash
BDH_05350,Resort,0,35,2025,July,30,24,3,7,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95.0,,0,Transient,7496.0,0,0,Check-Out,2015-08-03,Coxs_Bazar,Card
BDH_05351,Resort,0,0,2025,May,22,23,1,0,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,92.0,0,Transient,3127.0,0,0,Check-Out,2016-05-24,Bandarban,Mobile Banking
BDH_05352,Resort,0,0,2025,March,12,18,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,2948.0,0,0,Check-Out,2016-03-20,Kuakata,Mobile Banking
BDH_05353,Resort,0,32,2025,April,15,14,1,2,2,0.0,0,Undefined,BGD,Direct,Direct,1,2,1,C,C,0,No Deposit,,,0,Transient,7433.0,0,1,Check-Out,2017-04-17,Kuakata,Mobile Banking
BDH_05354,City Hotel,0,17,2025,July,28,15,1,1,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,7634.0,0,1,Check-Out,2017-07-17,Chattogram,Mobile Banking
BDH_05355,Resort,1,302,2024,May,19,9,0,4,2,0.0,0,HB,BGD,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,4326.0,0,0,Canceled,2016-08-25,Bandarban,Mobile Banking
BDH_05356,City Hotel,0,240,2025,September,37,10,1,1,2,0.0,0,HB,AUS,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,4365.0,0,1,Check-Out,2016-09-12,Rajshahi,Cash
BDH_05357,Resort,0,29,2025,March,10,8,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240.0,,0,Transient,5287.0,0,1,Check-Out,2017-03-11,Sylhet,Cash
BDH_05358,Resort,1,244,2025,September,36,2,2,5,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96.0,,0,Transient-Party,3198.0,0,0,Canceled,2015-08-01,Coxs_Bazar,Mobile Banking
BDH_05359,City Hotel,0,185,2025,April,15,12,0,3,2,2.0,0,HB,BGD,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,9207.0,0,0,Check-Out,2017-04-15,Dhaka,Cash
BDH_05360,Resort,1,129,2025,October,44,28,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,3650.0,0,2,Canceled,2016-09-02,Sreemangal,Card
BDH_05361,City Hotel,0,99,2025,March,13,31,1,2,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,4685.0,0,1,Check-Out,2017-04-03,Chattogram,Card
BDH_05362,Resort,0,36,2025,February,5,4,1,1,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient-Party,3890.0,0,1,Check-Out,2017-02-06,Coxs_Bazar,Bank Transfer
BDH_05363,Resort,0,363,2024,October,42,11,0,5,1,0.0,0,HB,,Groups,Corporate,0,0,0,D,E,1,No Deposit,,,0,Transient-Party,4725.0,0,0,Check-Out,2016-10-16,Coxs_Bazar,Mobile Banking
BDH_05364,Resort,0,62,2025,April,15,9,2,2,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient-Party,4923.0,1,0,Check-Out,2017-04-13,Bandarban,Card
BDH_05365,Resort,1,113,2025,May,22,30,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,5167.0,0,0,Canceled,2017-02-08,Sreemangal,Mobile Banking
BDH_05366,City Hotel,1,83,2025,March,13,25,1,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,4578.0,0,0,Canceled,2016-01-02,Khulna,Bank Transfer
BDH_05367,Resort,0,171,2025,August,35,27,2,5,2,,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75.0,,0,Transient,7937.0,1,0,Check-Out,2017-09-03,Coxs_Bazar,Mobile Banking
BDH_05368,City Hotel,0,1,2025,February,5,2,0,1,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,5054.0,0,0,Check-Out,2017-02-03,Sylhet,Card
BDH_05369,City Hotel,0,39,2024,February,7,15,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,5424.0,0,0,Check-Out,2017-02-17,Sylhet,Mobile Banking
BDH_05370,City Hotel,1,99,2025,February,8,19,0,1,2,0.0,0,BB,BGD,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,67.0,0,Transient-Party,4766.0,0,0,Canceled,2015-12-22,Dhaka,Mobile Banking
BDH_05371,City Hotel,1,86,2024,May,22,26,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,6764.0,0,0,Canceled,2016-03-02,Dhaka,Mobile Banking
BDH_05372,City Hotel,0,6,2025,June,26,30,0,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,6360.0,0,1,Check-Out,2017-07-01,Khulna,Cash
BDH_05373,City Hotel,0,74,2024,September,38,18,0,2,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,6.0,,0,Transient-Party,6629.0,0,0,Check-Out,2015-09-20,Dhaka,Mobile Banking
BDH_05374,City Hotel,1,56,2025,July,31,30,2,2,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,7040.0,0,0,Canceled,2016-07-14,Chattogram,Mobile Banking
BDH_05375,Resort,0,2,2024,April,17,20,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,154.0,0,Transient,2681.0,0,0,Check-Out,2016-04-21,Kuakata,
BDH_05376,City Hotel,0,1,2025,June,24,11,1,1,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,7779.0,0,3,Check-Out,2016-06-13,Chattogram,Mobile Banking
BDH_05377,City Hotel,0,1,2025,May,19,7,2,2,1,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,8870.0,0,1,Check-Out,2017-05-11,Dhaka,Mobile Banking
BDH_05378,Resort,0,1,2025,March,11,8,0,2,1,0.0,0,BB,IND,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,379.0,0,Transient-Party,2951.0,0,0,Check-Out,2016-03-10,Kuakata,Card
BDH_05379,City Hotel,0,8,2024,April,16,11,1,1,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,,0,Transient,7806.0,0,0,Check-Out,2016-04-13,Dhaka,Mobile Banking
BDH_05380,City Hotel,0,39,2025,March,10,4,0,2,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,3960.0,0,1,Check-Out,2016-03-06,Sylhet,Bank Transfer
BDH_05381,City Hotel,1,134,2025,December,49,4,2,2,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,91,Transient,4427.0,0,0,Canceled,2015-10-22,Dhaka,Card
BDH_05382,City Hotel,0,95,2024,April,17,20,0,2,2,0.0,0,HB,BGD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient-Party,4744.0,0,0,Check-Out,2016-04-22,Chattogram,Mobile Banking
BDH_05383,City Hotel,1,16,2024,December,53,28,2,4,2,0.0,0,BB,ARE,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,4068.0,0,0,Canceled,2016-12-12,Sylhet,Cash
BDH_05384,City Hotel,0,64,2025,September,38,16,0,2,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,9126.0,0,1,Check-Out,2016-09-18,Dhaka,Mobile Banking
BDH_05385,Resort,0,0,2025,November,48,24,0,1,3,0.0,0,BB,BGD,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,5217.0,1,0,Check-Out,2015-11-25,Coxs_Bazar,Cash
BDH_05386,Resort,1,222,2025,May,20,17,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,4123.0,0,0,Canceled,2017-02-27,Sreemangal,Mobile Banking
BDH_05387,Resort,1,368,2025,June,24,17,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,11290.0,0,1,Canceled,2016-08-29,Coxs_Bazar,Mobile Banking
BDH_05388,Resort,0,197,2025,August,32,2,0,3,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,242.0,,0,Transient,11032.0,1,2,Check-Out,2016-08-05,Coxs_Bazar,Bank Transfer
BDH_05389,City Hotel,0,143,2024,August,35,25,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,6294.0,0,0,Check-Out,2016-08-28,Dhaka,Card
BDH_05390,Resort,0,65,2025,September,37,7,2,5,2,0.0,0,HB,MYS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,8361.0,1,2,Check-Out,2015-09-14,Bandarban,Cash
BDH_05391,City Hotel,1,181,2024,May,19,5,2,4,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,26.0,,42,Transient,5762.0,0,0,Canceled,2015-12-18,Chattogram,Card
BDH_05392,City Hotel,0,46,2025,February,9,27,2,2,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,E,0,No Deposit,14.0,,0,Transient,5034.0,0,0,Check-Out,2016-03-02,Dhaka,Card
BDH_05393,Resort,0,33,2025,July,30,23,0,3,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient-Party,7768.0,0,1,Check-Out,2015-07-26,Bandarban,Mobile Banking
BDH_05394,City Hotel,1,105,2024,May,20,19,0,2,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,9397.0,0,0,Canceled,2017-02-03,Dhaka,Mobile Banking
BDH_05395,City Hotel,0,17,2024,March,12,17,0,2,2,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,,0,Transient-Party,4998.0,0,1,Check-Out,2016-03-19,Dhaka,Cash
BDH_05396,Resort,0,0,2024,January,3,19,2,4,2,2.0,0,BB,USA,Direct,Direct,0,0,0,A,C,3,No Deposit,,,0,Transient-Party,4676.0,0,0,Check-Out,2017-01-25,Coxs_Bazar,Mobile Banking
BDH_05397,City Hotel,1,195,2024,September,38,17,0,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,3900.0,0,0,Canceled,2015-07-23,Dhaka,Card
BDH_05398,Resort,0,0,2024,December,52,21,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,4903.0,0,1,Check-Out,2016-12-22,Coxs_Bazar,Mobile Banking
BDH_05399,Resort,0,254,2024,April,15,9,4,7,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,2917.0,0,2,Check-Out,2017-04-20,Kuakata,Card
BDH_05400,City Hotel,1,213,2024,June,24,7,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,8186.0,0,0,Canceled,2016-01-08,Dhaka,Mobile Banking
BDH_05401,City Hotel,0,8,2024,September,40,30,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,7467.0,0,2,Check-Out,2015-10-03,Chattogram,Mobile Banking
