@relation bd_hotel_bookings_ml-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute hotel {Resort,'City Hotel'}
@attribute is_canceled {0,1}
@attribute lead_time numeric
@attribute arrival_date_year numeric
@attribute arrival_date_month {December,July,March,April,October,November,September,February,August,May,January,June}
@attribute arrival_date_week_number numeric
@attribute arrival_date_day_of_month numeric
@attribute stays_in_weekend_nights numeric
@attribute stays_in_week_nights numeric
@attribute adults numeric
@attribute children numeric
@attribute babies numeric
@attribute meal {BB,SC,HB,Undefined,FB}
@attribute country {BGD,AUS,CAN,SAU,USA,GBR,IND,ARE,SGP,MYS}
@attribute market_segment {Direct,'Online TA','Offline TA/TO',Groups,Corporate,Aviation,Complementary}
@attribute distribution_channel {Direct,TA/TO,Corporate,GDS}
@attribute is_repeated_guest numeric
@attribute previous_cancellations numeric
@attribute previous_bookings_not_canceled numeric
@attribute reserved_room_type {F,A,D,E,G,B,H,C,P}
@attribute booking_changes numeric
@attribute deposit_type {'No Deposit','Non Refund',Refundable}
@attribute days_in_waiting_list numeric
@attribute customer_type {Transient,Transient-Party,Contract,Group}
@attribute adr numeric
@attribute required_car_parking_spaces numeric
@attribute total_of_special_requests numeric
@attribute hotel_location {Sreemangal,Dhaka,Sylhet,Chattogram,Khulna,Coxs_Bazar,Rajshahi,Kuakata,Bandarban}
@attribute payment_method {'Mobile Banking',Cash,Card,'Bank Transfer'}

@data
Resort,0,0.076312,1,April,0.269231,0.1,0.083333,0.1,0.018519,0,0,FB,CAN,'Offline TA/TO',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.121332,0,0,Sreemangal,'Bank Transfer'
Resort,1,0.073132,0,May,0.403846,1,0.083333,0.133333,0.018519,0,0,HB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.474327,0,0.2,Coxs_Bazar,Card
'City Hotel',0,0.054054,0,January,0.019231,0.166667,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,B,0,'No Deposit',0,Transient-Party,0.219276,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.09062,0,June,0.442308,0.3,0.083333,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.250902,0,0.2,Dhaka,'Bank Transfer'
'City Hotel',1,0.246423,1,August,0.634615,0.5,0,0.066667,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.354377,0,0,Dhaka,'Mobile Banking'
Resort,0,0.351351,1,October,0.769231,0.3,0.083333,0.033333,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.130832,0,0.2,Bandarban,'Bank Transfer'
'City Hotel',0,0.00159,0,September,0.75,0.933333,0,0.066667,0,0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,'No Deposit',0,Transient-Party,0.238817,0,0,Dhaka,'Bank Transfer'
'City Hotel',1,0.278219,0,May,0.365385,0.6,0.083333,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.216991,0,0,Chattogram,Card
'City Hotel',1,0.500795,1,July,0.557692,0.9,0.083333,0.066667,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.220178,0,0,Dhaka,Card
Resort,0,0.041335,0,May,0.384615,0.766667,0,0.033333,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,1,0,0.017857,A,0,'No Deposit',0,Group,0.082071,0,0,Bandarban,Cash
Resort,0,0.057234,0,November,0.884615,0.633333,0,0.066667,0.018519,0,0,FB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.151876,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.27663,0,July,0.519231,0.466667,0.166667,0.1,0.037037,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.252044,0,0.4,Dhaka,'Mobile Banking'
'City Hotel',1,0.036566,0,October,0.807692,0.633333,0,0.066667,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.224687,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.004769,1,March,0.173077,0.066667,0,0.033333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.214466,0,0,Chattogram,'Mobile Banking'
'City Hotel',0,0.074722,1,February,0.153846,0.866667,0.083333,0.1,0.037037,0,0,BB,GBR,'Online TA',TA/TO,1,0,0.017857,E,0,'No Deposit',0,Transient,0.208574,0,0.4,Khulna,'Mobile Banking'
'City Hotel',0,0.004769,0,March,0.211538,0.4,0.166667,0.033333,0,0,0,BB,BGD,Corporate,Corporate,1,0,0.017857,A,0,'No Deposit',0,Transient-Party,0.085438,0.333333,0,Khulna,Cash
'City Hotel',0,0.007949,0,March,0.173077,0.133333,0.083333,0,0,0,0,BB,BGD,Direct,Direct,0,0,0,E,0,'No Deposit',0,Transient,0.31746,0,0,Dhaka,'Mobile Banking'
Resort,0,0,0,April,0.288462,0.4,0,0.033333,0.018519,0,0,BB,BGD,Direct,TA/TO,1,0,0.017857,A,0,'No Deposit',0,Transient,0.157227,0,0.2,Coxs_Bazar,Card
Resort,1,0.386328,1,September,0.673077,0.1,0,0.066667,0.018519,0,0,BB,IND,'Online TA',TA/TO,0,0.038462,0,D,0,'No Deposit',0,Transient-Party,0.294613,0,0.2,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.45151,1,April,0.288462,0.7,0.166667,0.033333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.283009,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.569157,1,June,0.5,0.966667,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.115019,0,0,Chattogram,Cash
'City Hotel',1,0.079491,1,May,0.346154,0.233333,0.083333,0.166667,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Transient,0.68278,0,0,Dhaka,Cash
Resort,1,0.09062,1,June,0.442308,0.3,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.309464,0,0,Sylhet,Card
Resort,0,0.023847,1,March,0.230769,0.7,0,0.066667,0.018519,0,0,BB,IND,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.064875,0,0.2,Sreemangal,Card
'City Hotel',1,0.052464,0,August,0.653846,0.833333,0,0.033333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.340789,0,0,Dhaka,Cash
'City Hotel',0,0.019078,0,July,0.538462,0.566667,0.166667,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.175325,0,0,Dhaka,'Mobile Banking'
Resort,0,0.047695,1,November,0.903846,0.766667,0,0.066667,0.037037,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,H,0.071429,'No Deposit',0,Transient,0.287157,0,0.2,Coxs_Bazar,Card
'City Hotel',0,0.00159,0,August,0.596154,0.366667,0.166667,0.033333,0.018519,0,0,SC,IND,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.342773,0,0,Dhaka,'Mobile Banking'
Resort,0,0.00159,1,February,0.096154,0.166667,0,0.033333,0,0,0,BB,SGP,'Offline TA/TO',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.104978,0.333333,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0,1,November,0.884615,0.533333,0,0.033333,0,0,0,BB,BGD,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.208995,0,0,Chattogram,'Bank Transfer'
Resort,0,0,1,January,0.038462,0.3,0.083333,0,0,0,0,BB,BGD,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.142316,0.333333,0,Coxs_Bazar,Cash
'City Hotel',1,0.464229,1,August,0.596154,0.133333,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient-Party,0.12031,0,0,Chattogram,Card
'City Hotel',0,0.166932,1,June,0.403846,0.033333,0.083333,0.066667,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.177189,0,0.4,Rajshahi,'Mobile Banking'
'City Hotel',0,0.057234,1,December,0.942308,0.233333,0,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.021344,0,0,Rajshahi,Cash
'City Hotel',1,0.111288,0,August,0.615385,0.4,0.166667,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.288781,0,0,Chattogram,'Bank Transfer'
Resort,0,0.004769,0,May,0.403846,0.7,0.166667,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.241342,0,0.2,Coxs_Bazar,'Bank Transfer'
'City Hotel',1,0.116057,1,April,0.25,0.066667,0.083333,0.033333,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0.142857,'No Deposit',0,Transient,0.273329,0,0,Dhaka,Card
Resort,0,0.375199,0,May,0.365385,0.366667,0,0.1,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient-Party,0.17298,0,0,Coxs_Bazar,Card
Resort,0,0,1,January,0.019231,0.166667,0,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,1,0,0,D,0,'No Deposit',0,Transient,0.05778,0,0,Bandarban,'Mobile Banking'
'City Hotel',1,0.356121,0,September,0.692308,0.333333,0.083333,0.066667,0.018519,0,0,HB,GBR,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient,0.13919,0,0,Khulna,'Mobile Banking'
'City Hotel',1,0.593005,1,April,0.25,0.133333,0,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.236412,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.151033,1,August,0.634615,0.666667,0.083333,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.215729,0,0.2,Dhaka,Card
'City Hotel',0,0.068362,0,May,0.346154,0.233333,0.083333,0.066667,0,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.29311,0,0,Dhaka,'Bank Transfer'
'City Hotel',1,0,1,September,0.692308,0.166667,0.166667,0,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.071669,0,0,Dhaka,Cash
'City Hotel',0,0.262321,1,March,0.173077,0.266667,0.083333,0.1,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.161556,0,0.6,Khulna,'Mobile Banking'
'City Hotel',0,0.144674,1,July,0.519231,0.066667,0.166667,0.166667,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.420755,0,0,Dhaka,'Mobile Banking'
Resort,0,0,0,October,0.788462,0.366667,0,0.033333,0,0,0,SC,BGD,Corporate,Corporate,0,0,0,A,0,'No Deposit',0,Transient,0.111893,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.468998,0,August,0.596154,0.233333,0.166667,0.033333,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.173521,0,0,Dhaka,Card
Resort,0,0.012719,1,October,0.769231,0.166667,0.083333,0.1,0.018519,0,0,BB,BGD,Groups,Corporate,0,0,0,A,0.071429,'No Deposit',0,Transient-Party,0.159572,0.333333,0,Coxs_Bazar,Cash
Resort,1,0.496025,1,March,0.173077,0.133333,0.166667,0.166667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.087903,0,0,Coxs_Bazar,Cash
'City Hotel',1,0.18601,0,August,0.576923,0,0.166667,0.033333,0.018519,0.03542,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.191318,0,0,Sylhet,'Bank Transfer'
Resort,1,0.025437,1,July,0.519231,0.166667,0,0.033333,0,0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,'No Deposit',0,Transient,0.31259,0,0,Coxs_Bazar,Card
Resort,0,0.009539,0,November,0.903846,0.666667,0.083333,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,1,0,0.017857,D,0,'No Deposit',0,Transient,0.140512,0,0.8,Sylhet,Card
Resort,1,0.122417,1,December,1,0.9,0.083333,0.1,0.037037,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,H,0,'No Deposit',0,Transient,0.319144,0,0,Coxs_Bazar,'Bank Transfer'
Resort,0,0.195548,0,October,0.807692,0.666667,0.166667,0.1,0.018519,0,0,BB,BGD,Groups,Corporate,0,0,0,E,0.214286,'No Deposit',0,Transient-Party,0.198413,0.333333,0,Coxs_Bazar,Card
Resort,0,0.152623,1,July,0.557692,0.633333,0.083333,0.1,0.018519,0,0,HB,IND,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.390572,0.333333,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.162162,0,April,0.307692,0.766667,0.083333,0.1,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient-Party,0.292508,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.18601,0,June,0.442308,0.266667,0.166667,0.1,0.018519,0,0,SC,AUS,'Online TA',TA/TO,0,0,0,A,0.214286,'No Deposit',0,Transient-Party,0.249038,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.27345,1,August,0.615385,0.333333,0,0.1,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.40362,0,0.2,Dhaka,'Mobile Banking'
Resort,0,0.082671,0,June,0.480769,0.966667,0.25,0.233333,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0.142857,'No Deposit',0,Transient,0.30766,0,0.4,Sreemangal,Card
'City Hotel',0,0.009539,0,October,0.826923,0.9,0,0.1,0,0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0.071429,'No Deposit',0.015345,Transient-Party,0.169372,0,0,Chattogram,Cash
Resort,0,0,1,February,0.096154,0.1,0,0.033333,0,0,0,BB,BGD,Corporate,Corporate,1,0,0,A,0.142857,'No Deposit',0,Transient,0.038059,0.333333,0,Bandarban,'Mobile Banking'
'City Hotel',0,0.073132,0,February,0.153846,0.866667,0.083333,0.066667,0.018519,0,0,BB,USA,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.235329,0,0,Dhaka,'Mobile Banking'
Resort,0,0.18283,1,September,0.692308,0.166667,0.166667,0.166667,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Contract,0.19252,0,0,Kuakata,'Mobile Banking'
'City Hotel',0,0.187599,1,June,0.442308,0.166667,0.083333,0.066667,0,0,0,BB,BGD,'Offline TA/TO',Corporate,0,0,0,A,0,'No Deposit',0,Transient-Party,0.2114,0,0,Chattogram,Cash
'City Hotel',0,0.305246,0,May,0.384615,0.733333,0,0.066667,0.018519,0,0,BB,ARE,Direct,Direct,0,0,0,A,0.142857,'No Deposit',0,Transient,0.353716,0.333333,0.4,Dhaka,'Mobile Banking'
Resort,0,0.00159,0,March,0.211538,0.466667,0,0.1,0.018519,0,0,BB,ARE,'Online TA',TA/TO,1,0,0.035714,A,0,'No Deposit',0,Transient,0.144601,0,0.2,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.338633,1,June,0.442308,0.2,0,0.1,0.018519,0,0,BB,AUS,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0.158568,Transient,0.357985,0,0,Dhaka,Card
'City Hotel',1,0.225755,0,June,0.480769,0.9,0,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.286316,0,0,Sylhet,Card
'City Hotel',0,0.170111,0,December,1,1,0.166667,0.166667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.319625,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.429253,1,April,0.307692,0.633333,0,0.133333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0.071429,'No Deposit',0.478261,Transient-Party,0.203223,0,0,Dhaka,Cash
'City Hotel',0,0,1,August,0.653846,0.866667,0,0.033333,0,0,0,BB,BGD,'Online TA',Direct,1,0,0,F,0,'No Deposit',0,Contract,0.020623,0,0.4,Khulna,Card
Resort,1,0.744038,0,May,0.365385,0.366667,0,0.066667,0.018519,0,0,HB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.161797,0,0,Coxs_Bazar,Card
'City Hotel',0,0.009539,0,October,0.826923,0.9,0,0.1,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0.071429,'No Deposit',0.015345,Transient-Party,0.113817,0,0,Khulna,Card
Resort,0,0.00159,1,December,0.980769,0.6,0.083333,0,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.105459,0,0.6,Sreemangal,'Mobile Banking'
'City Hotel',0,0.00159,1,April,0.307692,0.566667,0.083333,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.26936,0,0,Sylhet,'Mobile Banking'
'City Hotel',0,0.36089,0,June,0.403846,0,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.417208,0,0.2,Sylhet,Card
Resort,0,0.017488,1,November,0.903846,0.666667,0.166667,0.166667,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,E,0.071429,'No Deposit',0,Transient,0.198232,0,0.2,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.00159,1,November,0.923077,0.933333,0,0.033333,0,0,0,BB,GBR,Corporate,Corporate,1,0.038462,0.071429,A,0,'No Deposit',0,Transient,0.136183,0.333333,0.2,Chattogram,'Mobile Banking'
'City Hotel',0,0.225755,0,September,0.692308,0.1,0.166667,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.230038,0,0,Sylhet,'Mobile Banking'
'City Hotel',1,0.165342,1,April,0.269231,0.133333,0,0.066667,0.018519,0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.170455,0,0,Chattogram,Card
'City Hotel',0,0.063593,1,November,0.865385,0.166667,0.166667,0,0.018519,0.333333,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.313913,0,0,Dhaka,Cash
Resort,0,0.012719,1,September,0.730769,0.6,0.083333,0,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.273389,0.333333,0.6,Coxs_Bazar,Card
Resort,0,0.73132,1,August,0.596154,0.066667,0.166667,0.166667,0,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,E,0,'No Deposit',0,Contract,0.222342,0,0,Coxs_Bazar,'Bank Transfer'
'City Hotel',0,0.007949,0,July,0.519231,0.133333,0,0.066667,0.018519,0,0,BB,GBR,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.375962,0,0.2,Dhaka,Card
'City Hotel',1,0.421304,1,May,0.326923,0.1,0.083333,0.1,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.336881,0,0.2,Chattogram,Card
'City Hotel',0,0.240064,0,July,0.538462,0.333333,0.083333,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.234969,0.333333,0.2,Sylhet,'Mobile Banking'
'City Hotel',1,0.041335,0,June,0.442308,0.233333,0,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',Corporate,0,0,0,A,0,'No Deposit',0,Transient-Party,0.227934,0,0,Sylhet,'Mobile Banking'
Resort,0,0.00159,1,January,0.057692,0.6,0,0.033333,0.018519,0,0,BB,BGD,Corporate,Corporate,0,0,0,E,0,'No Deposit',0,Transient,0.126022,0,0,Kuakata,'Mobile Banking'
'City Hotel',0,0.292528,1,July,0.5,0.2,0,0.033333,0.018519,1,0,BB,BGD,Direct,Direct,0,0,0,G,0,'No Deposit',0,Transient,0.450036,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.658188,0,July,0.519231,0.4,0,0.066667,0,0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient-Party,0.252465,0,0,Dhaka,Card
'City Hotel',0,0.044515,0,March,0.192308,0.4,0.083333,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Contract,0.191198,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.065183,1,August,0.596154,0.1,0.083333,0.1,0.018519,0.666667,0,BB,BGD,Direct,Direct,0,0,0,E,0,'No Deposit',0,Transient,0.459235,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.434022,1,May,0.365385,0.4,0.083333,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.26449,0,0,Dhaka,Cash
Resort,0,0.233704,1,July,0.557692,0.566667,0.083333,0.1,0.018519,0.333333,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.405544,0,0.4,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.120827,0,September,0.711538,0.5,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.183021,0,0,Dhaka,'Bank Transfer'
Resort,1,0.117647,0,October,0.769231,0.133333,0.25,0.2,0.018519,0,0,HB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.172439,0,0.4,Sylhet,Cash
'City Hotel',1,0.327504,1,April,0.307692,0.9,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.282768,0,0.6,Dhaka,'Mobile Banking'
'City Hotel',0,0,1,September,0.692308,0.233333,0,0.133333,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Contract,0.485269,0,0.2,Dhaka,'Mobile Banking'
Resort,0,0,1,February,0.134615,0.633333,0,0.033333,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,D,0,'No Deposit',0,Transient,0.13456,0.333333,0,Coxs_Bazar,'Bank Transfer'
Resort,0,0.127186,1,April,0.269231,0.2,0,0.1,0.018519,0,0,Undefined,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.099627,0,0,Kuakata,Cash
'City Hotel',1,0.240064,0,May,0.346154,0.4,0.166667,0.066667,0.018519,0,0,BB,BGD,Groups,Direct,0,0,0,A,0,'Non Refund',0,Transient,0.234488,0,0,Chattogram,'Bank Transfer'
Resort,0,0,0,February,0.173077,0.933333,0.083333,0.066667,0,0,0,BB,IND,Corporate,Corporate,1,0,0.017857,A,0.071429,'No Deposit',0,Transient,0.153139,0,0,Coxs_Bazar,'Mobile Banking'
Resort,0,0,0,June,0.461538,0.4,0.083333,0,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.337001,0,0,Coxs_Bazar,Card
'City Hotel',1,0.511924,1,December,0.942308,0.266667,0,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.087241,0,0,Khulna,'Mobile Banking'
Resort,1,0.214626,1,October,0.807692,0.7,0.166667,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.150493,0,0,Sylhet,'Mobile Banking'
'City Hotel',1,0.020668,1,August,0.653846,0.866667,0.166667,0.166667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,B,0,'No Deposit',0,Transient,0.209055,0,0.2,Chattogram,'Mobile Banking'
Resort,0,0.004769,1,September,0.75,0.966667,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.269781,0.333333,0.2,Sylhet,Cash
'City Hotel',0,0.00318,0,May,0.403846,0.833333,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.448653,0,0.2,Sylhet,Card
'City Hotel',1,0.205087,1,January,0.019231,0.233333,0.166667,0.033333,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,D,0,'Non Refund',0,Transient,0.083393,0,0,Rajshahi,Cash
Resort,0,0.3593,1,May,0.403846,0.866667,0,0.066667,0,0,0,BB,BGD,Groups,Direct,0,0,0,A,0.214286,'Non Refund',0,Transient-Party,0.193963,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.329094,0,September,0.75,0.933333,0,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient,0.085919,0,0,Chattogram,'Bank Transfer'
Resort,0,0.006359,0,February,0.153846,0.833333,0.166667,0.033333,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,C,0,'No Deposit',0,Transient,0.241041,0,0.2,Coxs_Bazar,'Mobile Banking'
Resort,0,0.042925,1,May,0.346154,0.3,0,0.1,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,A,0.071429,'No Deposit',0,Transient,0.122054,0,0.2,Kuakata,'Bank Transfer'
Resort,0,0.007949,0,November,0.884615,0.666667,0.083333,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.146224,0,0.2,Coxs_Bazar,Card
'City Hotel',0,0.324324,1,August,0.615385,0.366667,0,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.174002,0,0.6,Dhaka,'Mobile Banking'
'City Hotel',1,0.033386,0,September,0.75,0.966667,0,0.033333,0,0,0,BB,SGP,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient,0.279401,0,0,Khulna,Cash
'City Hotel',0,0.004769,0,May,0.346154,0.033333,0.083333,0.066667,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.209355,0,0,Sylhet,Card
'City Hotel',0,0.249603,1,May,0.346154,0.133333,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Contract,0.411255,0,0,Dhaka,'Mobile Banking'
